Directory Name	Species	Common name	Other species names	Species Taxonomy ID	Taxonomic Lineage	Assembly name	NCBI accession	Source of assembly	NCBI assembly name	NCBI assembly status	Assembly submission date	Assembly submitter organization	contig N50 (bp)	scaffold N50 (bp)	No. ancestral genes with intact ORF	No. ancestral genes with inactivating mutations	No. ancestral genes with missing sequences
Myotis_pilosatibialis__Northern_hairy-legged_myotis__HLmyoPilo1A__GCA_057888715.1	Myotis pilosatibialis	Northern hairy-legged myotis	Myotis keaysi pilosotibialis	2940081	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoPilo1A	GCA_057888715.1	NCBI	mMyoPil1.hap1	Chromosome	2026-06-03	Bat1K Project	59709451	111979193	14868	306	22
Myotis_sodalis__Indiana_bat__HLmyoSoda1A__GCA_057945255.1	Myotis sodalis	Indiana bat		385036	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoSoda1A	GCA_057945255.1	NCBI	mMyoSod1.hap1	Chromosome	2026-06-04	Vertebrate Genomes Project	55522871	101681551	14916	264	16
Myotis_thysanodes__Fringed_myotis__HLmyoThy2__GCA_056320715.1	Myotis thysanodes	Fringed myotis		153287	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoThy2	GCA_056320715.1	Manny and Elise for 21Fam			2024-08-24		94109772	101229579	14921	257	18
Myotis_velifer__Cave_myotis___HLmyoVel1__GCA_056320415.1	Myotis velifer	Cave myotis 	cave myotis,Vespertilio velifer	9435	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoVel1	GCA_056320415.1	Manny and Elise for 21Fam			2024-08-25		92311868	98831194	14845	345	6
Myotis_volans__Long-legged_myotis__HLmyoVol2__GCA_056320705.1	Myotis volans	Long-legged myotis	Vespertilio volans	159335	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoVol2	GCA_056320705.1	Manny and Elise for 21Fam			2024-08-20		95393848	100618793	14930	252	14
Myotis_lucifugus__little_brown_bat__HLmyoLuc2__GCA_048340685.1	Myotis lucifugus	little brown bat	Vespertilio lucifugus	59463	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoLuc2	GCA_048340685.1	Manny and Elise for 21Fam			2024-08-26		89327978	98951147	14929	255	12
Myotis_vivesi__fish-eating_bat__HLmyoViv2__GCA_985617425.1	Myotis vivesi	fish-eating bat		233766	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Myotis	HLmyoViv2	GCA_985617425.1	TBG			2024-02-09		11392062	99964322	14769	387	40
Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1A__GCA_054100705.1	Neoeptesicus chiriquinus	Chiriquinan serotine	Eptesicus chiriquinus	3371121	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Neoeptesicus	HLneoChir1A	GCA_054100705.1	NCBI	mEptChi1.hap1	Chromosome	2025-12-18	Bat1K Project	43086391	104867932	14776	372	48
Neoeptesicus_chiriquinus__Chiriquinan_serotine__HLneoChir1B__GCA_054099605.1	Neoeptesicus chiriquinus	Chiriquinan serotine	Eptesicus chiriquinus	3371121	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Neoeptesicus	HLneoChir1B	GCA_054099605.1	NCBI	mEptChi1.hap2	Chromosome	2025-12-18	Bat1K Project	51935836	102867081	14212	419	565
Neoeptesicus_furinalis__Argentine_brown_bat__HLneoFuri1A__GCA_054644455.1	Neoeptesicus furinalis	Argentine brown bat	Vespertilio furinalis,Eptesicus furinalis	3371123	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Neoeptesicus	HLneoFuri1A	GCA_054644455.1	NCBI	mEptFur1.hap1	Chromosome	2026-01-22	Bat1K Project	55411905	103997655	14876	297	23
Nyctalus_aviator__birdlike_noctule__HLnycAvi1__GCA_036971965.1	Nyctalus aviator	birdlike noctule		187010	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nyctalus	HLnycAvi1	GCA_036971965.1	NCBI	NENU_Navi_1.0	Chromosome	2024-03-06	Northeast Normal University	61249120	101856247	14770	368	58
Nyctalus_leisleri__Lesser_noctule__HLnycLei1A__GCA_964264875.1	Nyctalus leisleri	Lesser noctule	Vespertilio Leisleri	59465	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nyctalus	HLnycLei1A	GCA_964264875.1	NCBI	mNycLei1.hap1.1	Chromosome	2024-09-21	WELLCOME SANGER INSTITUTE	1871731	90881000	14650	418	128
Nyctalus_leisleri__Lesser_noctule__HLnycLei1B__GCA_964264895.1	Nyctalus leisleri	Lesser noctule	Vespertilio Leisleri	59465	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nyctalus	HLnycLei1B	GCA_964264895.1	NCBI	mNycLei1.hap2.1	Scaffold	2024-09-21	WELLCOME SANGER INSTITUTE	1846178	87604689	14134	449	613
Nyctalus_leisleri__Lesser_noctule__HLnycLeis2A__GCA_964264875.2	Nyctalus leisleri	Lesser noctule	Vespertilio leisleri	59465	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nyctalus	HLnycLeis2A	GCA_964264875.2	NCBI	mNycLei1.hap1.2	Chromosome	2025-04-03	WELLCOME SANGER INSTITUTE	26125689	95320580	14785	350	61
Nyctalus_leisleri__Lesser_noctule__HLnycLeis2B__GCA_964264895.2	Nyctalus leisleri	Lesser noctule	Vespertilio leisleri	59465	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nyctalus	HLnycLeis2B	GCA_964264895.2	NCBI	mNycLei1.hap2.2	Scaffold	2025-04-02	WELLCOME SANGER INSTITUTE	28373864	91354900	14246	381	569
Nycticeius_humeralis__evening_bat__HLnycHum2__GCA_007922795.1	Nycticeius humeralis	evening bat		27670	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Nycticeius	HLnycHum2	GCA_007922795.1	NCBI	NycHum_v1_BIUU	Scaffold	2019-08-08	Broad Institute	14267	15095	10219	1686	3291
Pipistrellus_abramus__Japanese_house_bat__HLpipAbr1__GCA_044885105.1	Pipistrellus abramus	Japanese house bat	Pipistrellys abramus,Vespertilio abramus	105295	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipAbr1	GCA_044885105.1	NCBI	ASM4488510v1	Chromosome	2024-11-13	East China Normal University	60509936	184650038	14431	708	57
Pipistrellus_hanaki__Hanakis_dwarf_bat__HLpipHan1__GCA_964339955.1	Pipistrellus hanaki	Hanakis dwarf bat		412090	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipHan1	GCA_964339955.1	NCBI	mPipHan1.1	Chromosome	2024-11-14	Genoscope CEA	48700701	89115682	14528	597	71
Pipistrellus_kuhlii__Kuhls_pipistrelle__HLpipKuh2__GCA_014108245.1	Pipistrellus kuhlii	Kuhls pipistrelle	Pipistrellus kuhli	59472	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipKuh2	GCA_014108245.1	NCBI, Bat1K			2019-04-16		10239182	80237350	14667	430	99
Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1A__GCA_963693515.1	Pipistrellus nathusii	Nathusiuss pipistrelle	Pipistrellus nathusius,Vespertilio nathusii	59473	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipNat1A	GCA_963693515.1	NCBI, Camila Mazzoni			2023-10-14		17739480	97242187	14801	337	58
Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNat1B__GCA_963693525.1	Pipistrellus nathusii	Nathusiuss pipistrelle	Pipistrellus nathusius,Vespertilio nathusii	59473	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipNat1B	GCA_963693525.1	NCBI, Camila Mazzoni			2023-10-14		19092895	86738551	14261	371	564
Pipistrellus_nathusii__Nathusiuss_pipistrelle__HLpipNath2A__GCA_964656225.2	Pipistrellus nathusii	Nathusiuss pipistrelle	Vespertilio nathusii,Pipistrellus nathusius	59473	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipNath2A	GCA_964656225.2	NCBI	mPipNat1.hap1.2	Chromosome	2025-05-07	WELLCOME SANGER INSTITUTE	25164913	89973277	14709	405	82
Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip1__GCA_004026625.1	Pipistrellus pipistrellus	common pipistrelle	Vespertilio pipistrellus	59474	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipPip1	GCA_004026625.1	NCBI	PipPip_v1_BIUU	Scaffold	2019-01-16	Broad Institute	26707	33992	11766	1150	2280
Pipistrellus_pipistrellus__common_pipistrelle__HLpipPip2__GCA_903992545.1	Pipistrellus pipistrellus	common pipistrelle	Vespertilio pipistrellus	59474	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipPip2	GCA_903992545.1	NCBI	mPipPip1.1	Chromosome	2020-08-06	SC	4446752	94929986	12791	1979	426
Pipistrellus_pipistrellus__Common_pipistrelle__HLpipPipi3A__GCA_965203405.2	Pipistrellus pipistrellus	Common pipistrelle	Vespertilio pipistrellus	59474	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipPipi3A	GCA_965203405.2	NCBI	mPipPip2.hap1.2	Chromosome	2025-04-09	WELLCOME SANGER INSTITUTE	18707992	92154671	14658	448	90
Pipistrellus_pipistrellus__Common_pipistrelle__HLpipPipi3B__GCA_965204225.2	Pipistrellus pipistrellus	Common pipistrelle	Vespertilio pipistrellus	59474	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipPipi3B	GCA_965204225.2	NCBI	mPipPip2.hap2.2	Scaffold	2025-04-09	WELLCOME SANGER INSTITUTE	26588741	88235013	14682	415	99
Pipistrellus_pygmaeus__soprano_pipistrelle__HLpipPyg1__GCA_949987585.1	Pipistrellus pygmaeus	soprano pipistrelle	Vespertilio pygmaeus	246814	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipPyg1	GCA_949987585.1	NCBI	mPipPyg2.1	Chromosome	2023-05-01	WELLCOME SANGER INSTITUTE	54047000	89507134	14770	379	47
Pipistrellus_javanicus__Javan_pipistrelle__HLpipJav1	Pipistrellus javanicus	Javan pipistrelle	Scotophilus javanicus	258947	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Pipistrellus	HLpipJav1	Sciencedb https://doi.org/10.57760/sciencedb.11285	Sciencedb https://doi.org/10.57760/sciencedb.11285			2024-12-26		19989	2972882	9115	1974	4107
Plecotus_auritus__brown_big-eared_bat__HLpleAur1__GCA_963455305.1	Plecotus auritus	brown big-eared bat	Vespertilio auritus	61862	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Plecotus	HLpleAur1	GCA_963455305.1	NCBI	mPleAur1.1	Chromosome	2023-09-20	WELLCOME SANGER INSTITUTE	2948753	186501726	14882	286	28
Plecotus_auritus__brown_big-eared_bat__HLpleAur2	Plecotus auritus	brown big-eared bat	Vespertilio auritus	61862	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Plecotus	HLpleAur2	Sciencedb https://doi.org/10.57760/sciencedb.11285	Sciencedb https://doi.org/10.57760/sciencedb.11285			2024-12-23		45177	169840672	12337	970	1889
Scotomanes_ornatus__harlequin_bat__HLscoOrn1	Scotomanes ornatus	harlequin bat	Nycticejus ornatus	258957	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Scotomanes	HLscoOrn1	Sciencedb https://doi.org/10.57760/sciencedb.11285	Sciencedb https://doi.org/10.57760/sciencedb.11285			2024-12-26		24631	23316691	10843	1464	2889
Scotophilus_kuhlii__Lesser_asiatic_yellow_house_bat__HLscoKuh1	Scotophilus kuhlii	Lesser asiatic yellow house bat		153297	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Scotophilus	HLscoKuh1	Sciencedb https://doi.org/10.57760/sciencedb.11285	Sciencedb https://doi.org/10.57760/sciencedb.11285			2024-12-26		28915	2683758	10585	1367	3244
Tylonycteris_robustula__Greater_bamboo_bat__HLtylRobu1__GCA_055860955.1	Tylonycteris robustula	Greater bamboo bat		526822	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Tylonycteris	HLtylRobu1	GCA_055860955.1	NCBI	ASM5586095v1	Chromosome	2026-03-13	Chinese Academy of Sciences	43459562	181107895	14732	413	51
Tylonycteris_fulvida__Amber_Bamboo_Bat__HLtylFul1	Tylonycteris fulvida	Amber Bamboo Bat	Scotophilus fulvidus	1964258	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Tylonycteris	HLtylFul1	Sciencedb https://doi.org/10.57760/sciencedb.11285	Sciencedb https://doi.org/10.57760/sciencedb.11285			2024-12-26		32060	3705047	10556	1551	3089
Tylonycteris_pachypus__Lesser_bamboo_bat__HLtylPach1__GCA_058224425.1	Tylonycteris pachypus	Lesser bamboo bat	Vespertilio pachypus	258959	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Tylonycteris	HLtylPach1	GCA_058224425.1	NCBI	KIZ_Tpa_1.1	Contig	2026-06-16	Kunming Institute of Zoology, CAS	25631324	25631324	13805	1142	249
Vespertilio_murinus__particolored_bat__HLvesMur1__GCA_963924515.1	Vespertilio murinus	particolored bat		59485	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Vespertilio	HLvesMur1	GCA_963924515.1	NCBI	mVesMur1.1	Chromosome	2024-01-29	WELLCOME SANGER INSTITUTE	3319810	186292382	14722	412	62
Vespertilio_murinus__Particolored_bat__HLvesMuri2A__GCA_963924515.2	Vespertilio murinus	Particolored bat		59485	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Vespertilio	HLvesMuri2A	GCA_963924515.2	NCBI	mVesMur1.hap1.2	Chromosome	2025-04-09	WELLCOME SANGER INSTITUTE	48719070	187164881	14785	358	53
Vespertilio_murinus__Particolored_bat__HLvesMuri2B__GCA_963924695.2	Vespertilio murinus	Particolored bat		59485	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yangochiroptera; Vespertilionidae; Vespertilio	HLvesMuri2B	GCA_963924695.2	NCBI	mVesMur1.hap2.2	Scaffold	2025-04-09	WELLCOME SANGER INSTITUTE	42377883	186628349	14269	391	536
Cynopterus_brachyotis__lesser_short-nosed_fruit_bat__HLcynBra1__GCA_009793145.1	Cynopterus brachyotis	lesser short-nosed fruit bat		58060	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Cynopterinae; Cynopterus	HLcynBra1	GCA_009793145.1	NCBI	ASM979314v1	Scaffold	2019-12-23	National University of Singapore	16627	251278	9484	1683	4029
Cynopterus_sphinx__Indian_short-nosed_fruit_bat__HLcynSph1__GCA_030015415.1	Cynopterus sphinx	Indian short-nosed fruit bat	greater short-nosed fruit bat,Vespertilio sphinx	9400	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Cynopterinae; Cynopterus	HLcynSph1	GCA_030015415.1	NCBI	ASM3001541v1	Chromosome	2023-05-16	Wuhan University	84235024	145152962	14850	330	16
Cynopterus_sphinx__Indian_short-nosed_fruit_bat__HLcynSph2	Cynopterus sphinx	Indian short-nosed fruit bat	Vespertilio sphinx,greater short-nosed fruit bat	9400	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Cynopterinae; Cynopterus	HLcynSph2	Sciencedb https://doi.org/10.57760/sciencedb.11285	Sciencedb https://doi.org/10.57760/sciencedb.11285			2024-12-26		22469	90092534	10071	1866	3259
Hypsignathus_monstrosus__Hammer-headed_fruit_bat__HLhypMon1__GCA_985612075.1	Hypsignathus monstrosus	Hammer-headed fruit bat		448084	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Epomophorinae; Epomophorini; Hypsignathus	HLhypMon1	GCA_985612075.1	Bat1K 21 Families project; Morales et al. Nature 2026			2024-08-19		34580935	110205614	14788	397	11
Macroglossus_sobrinus__Long-tongued_fruit_bat__HLmacSob1__GCA_004027375.1	Macroglossus sobrinus	Long-tongued fruit bat		326083	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Macroglossinae; Macroglossus	HLmacSob1	GCA_004027375.1	NCBI	MacSob_v1_BIUU	Scaffold	2019-01-16	Broad Institute	338389	453401	14387	460	349
Eidolon_dupreanum__Malagasy_straw-colored_fruit_bat__HLeidDup1__GCA_028627145.1	Eidolon dupreanum	Malagasy straw-colored fruit bat	Eidolon dupraenum,Eidolon helvum dupraenum	58063	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Eidolon	HLeidDup1	GCA_028627145.1	DNA Zoo Consortium			2020-10-15		108606	101563129	12849	856	1491
Eidolon_helvum__straw-colored_fruit_bat__HLeidHel2	Eidolon helvum	straw-colored fruit bat		77214	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Eidolon	HLeidHel2	DNA Zoo Consortium	DNA Zoo Consortium			2019-02-06		12384	81966912	9010	3123	3063
Eidolon_dupreanum__Malagasy_straw-colored_fruit_bat__HLeidDupr2A__GCA_059749095.1	Eidolon dupreanum	Malagasy straw-colored fruit bat	Pteropus duprÃƒÂ©anus,Eidolon dupraenum,Eidolon helvum dupraenum	58063	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Eidolon	HLeidDupr2A	GCA_059749095.1	NCBI	mEidDup1.hap1	Chromosome	2026-08-03	Vertebrate Genomes Project	52322063	129550246	14963	226	7
Pteropus_medius__Indian_flying_fox__HLpteGig1__GCA_902729225.1	Pteropus medius	Indian flying fox	greater Indian fruit bat,Pteropus medius	143291	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	HLpteGig1	GCA_902729225.1	NCBI	Ma_sr-lr_union100	Scaffold	2020-04-15	CIRI-Inserm-U1111	255763	18871253	14142	707	347
Pteropus_pselaphon__Bonin_flying_fox__HLptePse1__GCA_014363405.1	Pteropus pselaphon	Bonin flying fox		1496133	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	HLptePse1	GCA_014363405.1	NCBI	P_pselaphon_scaffold_01	Scaffold	2020-08-23	Environmental Genomics Office, Center for Enviromental Biology and Ecosystem Studies, National Institute for Environmental Studies	394964	770409	14749	315	132
Pteropus_rodricensis__Rodriguez_flying_fox__HLpteRod1	Pteropus rodricensis	Rodriguez flying fox		77216	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	HLpteRod1	DNA Zoo Consortium	DNA Zoo Consortium			2022-05-16		322735	113379815	14485	338	373
Pteropus_rufus__Malagasy_flying_fox__HLpteRuf1__GCA_028533765.1	Pteropus rufus	Malagasy flying fox		196297	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	HLpteRuf1	GCA_028533765.1	DNA Zoo Consortium			2020-07-09		213552	110476781	14125	445	626
Pteropus_rufus__Malagasy_flying_fox__HLpteRufu2A__GCA_056363885.1	Pteropus rufus	Malagasy flying fox		196297	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	HLpteRufu2A	GCA_056363885.1	NCBI	mPteRuf1.hap1	Chromosome	2026-03-27	Vertebrate Genomes Project	50994562	120032851	14982	209	5
Pteropus_vampyrus__large_flying_fox__HLpteVam3	Pteropus vampyrus	large flying fox		132908	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	HLpteVam3	DNA Zoo Consortium	DNA Zoo Consortium			2021-02-02		19141	123279187	13881	606	709
Pteropus_alecto__black_flying_fox__pteAle1__GCF_000325575.1	Pteropus alecto	black flying fox		9402	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	pteAle1	GCF_000325575.1	NCBI	ASM32557v1	Scaffold	2013-12-04	BGI	31841	15954802	13417	1282	497
Pteropus_pselaphon__Bonin_flying_fox__HLptePsel2__GCA_056242155.1	Pteropus pselaphon	Bonin flying fox		1496133	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Pteropodinae; Pteropus	HLptePsel2	GCA_056242155.1	NCBI	Pteropus_pselaphon_assembly02	Scaffold	2025-12-26	National Institute for Environmental Studies, Japan	62427956	81982708	14918	258	20
Eonycteris_spelaea__lesser_dawn_bat__HLeonSpe2A	Eonycteris spelaea	lesser dawn bat		58065	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Rousettinae; Eonycteris	HLeonSpe2A	Bat1K 21 Families project; Morales et al. Nature 2026	Bat1K 21 Families project; Morales et al. Nature 2026			2021-10-15		40266976	117798616	14923	260	13
Rousettus_aegyptiacus__Egyptian_rousette__HLrouAeg4__GCA_014176215.1	Rousettus aegyptiacus	Egyptian rousette	Rousettus egyptiacus,Rousettus aegypticus	9407	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Rousettinae; Rousettus	HLrouAeg4	GCA_014176215.1	NCBI, Bat1K			2019-10-14		21756723	113811795	14892	285	19
Rousettus_leschenaultii__Leschenaults_rousette__HLrouLes1__GCA_015472975.1	Rousettus leschenaultii	Leschenaults rousette	Rousettus leschenaulti	9408	Mammalia; Theria; Eutheria; Boreoeutheria; Laurasiatheria; Chiroptera; Yinpterochiroptera; Pteropodoidea; Pteropodidae; Rousettinae; Rousettus	HLrouLes1	GCA_015472975.1	NCBI	rouLes_1.0	Scaffold	2020-10-30	Comparative Genomics Laboratory, Center for Information Biology, National Institute of Genetics	40477	32720144	14866	292	38
